NCTId;LeadSponsorName;LeadSponsorClass;CollaboratorName;CollaboratorClass;Condition;StudyType;OverallOfficialName;OverallOfficialAffiliation;OverallOfficialRole;ResponsiblePartyType;ResponsiblePartyInvestigatorFullName;ResponsiblePartyInvestigatorAffiliation;ResponsiblePartyInvestigatorTitle
NCT02599194;Andrei Iagaru;OTHER;['National Cancer Institute (NCI)'];['NIH'];['B-Cell Neoplasm', 'Estrogen Receptor Negative', 'HER2/Neu Negative', 'Metastatic Renal Cell Cancer', 'Progesterone Receptor Negative', 'Stage III Mesothelioma', 'Stage III Renal Cell Cancer', 'Stage IIIA Breast Cancer', 'Stage IIIA Non-Small Cell Lung Cancer', 'Stage IIIB Non-Small Cell Lung Cancer', 'Stage IIIC Breast Cancer', 'Stage IV Breast Cancer', 'Stage IV Mesothelioma', 'Stage IV Non-Small Cell Lung Cancer', 'Stage IV Renal Cell Cancer', 'Triple-Negative Breast Carcinoma'];Interventional;Andrei M Iagaru, MD;Stanford University;Principal Investigator;Sponsor-Investigator;Andrei Iagaru;Stanford University;Associate Professor of Radiology
NCT02599363;Abramson Cancer Center of the University of Pennsylvania;OTHER;;;['Advanced Breast Cancer'];Interventional;Amy Clark, MD;Abramson Cancer Center of the University of Pennsylvania;Principal Investigator;Sponsor;;;
NCT02599506;University of St Andrews;OTHER;['NHS Lothian'];['OTHER_GOV'];['Breast Cancer'];Observational;Gerald M Humphris, PhD;University of St Andrews;Principal Investigator;Principal Investigator;Prof G Humphris;University of St Andrews;Professor of Health Psychology
NCT02599714;AstraZeneca;INDUSTRY;;;['Advanced and Metastatic Breast Cancer'];Interventional;Anja Wiliams;Sarah Cannon Research Institute UK;Principal Investigator;Sponsor;;;
NCT02599974;Assistance Publique - Hôpitaux de Paris;OTHER;;;['Breast Cancer', 'Positron-Emission Tomography'];Observational;Matthieu Resche-Rigon, MD-PHD;DRCD APHP Paris;Study Chair;Sponsor;;;
NCT02599974;Assistance Publique - Hôpitaux de Paris;OTHER;;;['Breast Cancer', 'Positron-Emission Tomography'];Observational;David Groheux, MD-PhD;APHP, IUH, University Paris Diderot, Paris 7, SPC;Principal Investigator;Sponsor;;;
NCT02600299;National University of Singapore;OTHER;;;['Breast Cancer', 'Cancer', 'Anxiety', 'Cognitive Dysfunction'];Interventional;Alexandre Chan, PharmD;National University of Singapore;Principal Investigator;Principal Investigator;Alexandre Chan;National University of Singapore;Associate Professor
NCT02600442;Assistance Publique - Hôpitaux de Paris;OTHER;;;['Breast Neoplasms', 'Breast Cancer'];Observational;Ingrid Veron;DRCD;Study Chair;Sponsor;;;
NCT02600442;Assistance Publique - Hôpitaux de Paris;OTHER;;;['Breast Neoplasms', 'Breast Cancer'];Observational;Patricia de Cremoux, MD-PhD;APHP, IUH, University Paris Diderot, Paris 7, SPC;Principal Investigator;Sponsor;;;
NCT02600442;Assistance Publique - Hôpitaux de Paris;OTHER;;;['Breast Neoplasms', 'Breast Cancer'];Observational;David Groheux, MD-PhD;APHP, IUH, University Paris Diderot, Paris 7, SPC;Principal Investigator;Sponsor;;;
NCT02600923;Pfizer;INDUSTRY;;;['Advanced Breast Cancer Female'];Interventional;Pfizer CT.gov Call Center;Pfizer;Study Director;Sponsor;;;
NCT02601794;The University of Texas Health Science Center at San Antonio;OTHER;;;['Breast Cancer'];Interventional;Kristen Rosen, MPH;University of Texas Health Science Center San Antonio;Principal Investigator;Principal Investigator;Suyen Warzinski;The University of Texas Health Science Center at San Antonio;Research Scientist
NCT02602041;University Medical Center Groningen;OTHER;;;['Breast Cancer', 'Testicular Cancer'];Observational;J. Nuver, MD, PHD;University Medical Center Groningen;Principal Investigator;Principal Investigator;J. Nuver;University Medical Center Groningen;Principal investigator
NCT02603341;Abramson Cancer Center of the University of Pennsylvania;OTHER;['Patient-Centered Outcomes Research Institute'];['OTHER'];['Breast Cancer'];Interventional;Justin Bekelman, MD;Abramson Cancer Center of the University of Pennsylvania;Principal Investigator;Sponsor;;;
NCT02603341;Abramson Cancer Center of the University of Pennsylvania;OTHER;['Patient-Centered Outcomes Research Institute'];['OTHER'];['Breast Cancer'];Interventional;Oren Cahlon, MD;Memorial Sloan Kettering Cancer Center;Study Chair;Sponsor;;;
NCT02603341;Abramson Cancer Center of the University of Pennsylvania;OTHER;['Patient-Centered Outcomes Research Institute'];['OTHER'];['Breast Cancer'];Interventional;Shannon MacDonald, MD;Massachusetts General Hospital;Study Chair;Sponsor;;;
NCT02605486;Memorial Sloan Kettering Cancer Center;OTHER;['Pfizer'];['INDUSTRY'];['Metastatic Breast Cancer (MBC)'];Interventional;Ayca Gucalp, MD;Memorial Sloan Kettering Cancer Center;Principal Investigator;Sponsor;;;
NCT02605512;Sophie JACOB;OTHER_GOV;['Institut National de la Santé Et de la Recherche Médicale, France'];['OTHER_GOV'];['Breast Cancer', 'Cardiac Toxicity'];Interventional;Atul Pathak, MD PhD;Clinique Pasteur Toulouse;Principal Investigator;Sponsor-Investigator;Sophie JACOB;Institut de Radioprotection et de Surete Nucleaire;PhD
NCT02605915;Hoffmann-La Roche;INDUSTRY;;;['HER2-Positive Metastatic Breast Cancer', 'HER2-Negative Metastatic Breast Cancer', 'Locally Advanced or Early Breast Cancer'];Interventional;Clinical Trials;Hoffmann-La Roche;Study Director;Sponsor;;;
NCT02606708;NYU Langone Health;OTHER;;;['Breast Cancer'];Interventional;Carmen Perez, MD;NYU Langone Medical Center;Principal Investigator;Sponsor;;;
NCT02607215;Fudan University;OTHER;;;['Metastatic Breast Cancer'];Interventional;Xichun Hu, MD, PhD;Fudan University;Principal Investigator;Principal Investigator;Xichun Hu;Fudan University;Vice Director of department of medical oncology
NCT02608216;University of Pennsylvania;OTHER;;;['Breast Neoplasm', 'Metastatic Breast Cancer', 'Rb+ Breast Cancer'];Interventional;David Mankoff, MD, PhD;University of Pennsylvania;Principal Investigator;Sponsor;;;
NCT02609321;Instituto de Cancerología S.A.;OTHER;;;['Breast Cancer'];Interventional;Fernando Herazo, MD, MSc;Instituto de Cancerología IDC Las Américas;Principal Investigator;Sponsor;;;
NCT02609321;Instituto de Cancerología S.A.;OTHER;;;['Breast Cancer'];Interventional;Hector I García, MD, MPH, MSc;Instituto de Cancerología IDC Las Américas;Principal Investigator;Sponsor;;;
NCT02609321;Instituto de Cancerología S.A.;OTHER;;;['Breast Cancer'];Interventional;Jorge A Egurrola, MD;Instituto de Cancerología IDC Las Américas;Principal Investigator;Sponsor;;;
NCT02609373;University of British Columbia;OTHER;['Canadian Cancer Society (CCS)'];['OTHER'];['Breast Cancer'];Interventional;Carolyn Gotay, PhD.;The Univeristy of British Columbia;Principal Investigator;Principal Investigator;Carolyn Gotay;University of British Columbia;Professor
NCT02610621;Cedars-Sinai Medical Center;OTHER;;;['Breast Cancer'];Interventional;Armando Giuliano, MD;Cedars-Sinal Medical Center;Principal Investigator;Principal Investigator;Armando Giuliano;Cedars-Sinai Medical Center;Professor of Surgery
NCT02611310;Hoffmann-La Roche;INDUSTRY;;;['Metastatic Breast Cancer'];Observational;Clinical Trials;Hoffmann-La Roche;Study Director;Sponsor;;;
NCT02611544;Indiana University;OTHER;['Indiana University Health'];['OTHER'];['Breast Neoplasms', 'Breast Cancer', 'Breast Carcinoma', 'Malignant Neoplasm of Breast', 'Cancer of Breast', 'Mammary Neoplasm, Human', 'Human Mammary Carcinoma', 'Malignant Tumor of Breast', 'Mammary Cancer', 'Mammary Carcinoma', 'Anxiety', 'Fear', 'Neoplasm Remission, Spontaneous', 'Spontaneous Neoplasm Regression', 'Regression, Spontaneous Neoplasm', 'Remission, Spontaneous Neoplasm', 'Spontaneous Neoplasm Remission'];Interventional;Shelley A Johns, PsyD;"Indiana University School of Medicine; Regenstrief Institute, Inc.";Principal Investigator;Principal Investigator;Shelley Johns;Indiana University;Assistant Professor of Medicine, Research Scientist
NCT02611557;Vanderbilt University;OTHER;;;['Lymphedema', 'Breast Cancer'];Interventional;Manus J Donahue, PhD;Vanderbilt University;Principal Investigator;Principal Investigator;Manus Donahue;Vanderbilt University;Associate Professor of Radiology
NCT02612012;Fudan University;OTHER;;;['Breast Cancer'];Observational;Xiaoli Yu, MD.PhD;Fudan University;Principal Investigator;Principal Investigator;Xiaoli Yu;Fudan University;Professor of department of radiation oncology
NCT02613208;Hoffmann-La Roche;INDUSTRY;;;['Breast Cancer'];Observational;Clinical Trials;Hoffmann-La Roche;Study Director;Sponsor;;;
NCT02613416;Alison Stopeck;OTHER;['Amgen'];['INDUSTRY'];['Breast Cancer'];Interventional;Alison Stopeck, MD;Stony Brook University;Principal Investigator;Sponsor-Investigator;Alison Stopeck;Stony Brook University;Professor of Medicine
NCT02613923;Case Comprehensive Cancer Center;OTHER;;;['Breast Cancer', 'Sleep'];Interventional;Cheryl Thompson, PhD;University Hospitals Cleveland Medical Center, Seidman Cancer Center, Case Comprehensive Cancer Center;Principal Investigator;Sponsor;;;
NCT02614794;Seagen Inc.;INDUSTRY;;;['HER2 Positive Breast Cancer'];Interventional;Jorge Ramos, DO;Seagen Inc.;Study Director;Sponsor;;;
NCT02614794;Seagen Inc.;INDUSTRY;;;['HER2 Positive Breast Cancer'];Interventional;Corinna Palanca-Wessels, MD, PhD;Seagen Inc.;Study Director;Sponsor;;;
NCT02615054;Memorial Sloan Kettering Cancer Center;OTHER;;;['Trastuzumab Cardiotoxicity', 'HER2-Positive Breast Cancer Survivors'];Observational;Anthony Yu, MD;Memorial Sloan Kettering Cancer Center;Principal Investigator;Sponsor;;;
NCT02615509;Philips Digital Mammography Sweden AB;INDUSTRY;;;['Breast Cancer'];Interventional;Etta Pisano, PhD;Beth Israel Deaconess Medical Center;Principal Investigator;Sponsor;;;
NCT02616133;Duke University;OTHER;;;['Breast Cancer'];Observational;Linda Sutton, MD;Duke University;Principal Investigator;Sponsor;;;
NCT02616224;Hoffmann-La Roche;INDUSTRY;;;['Breast Cancer, HER2 Positive Breast Cancer, Metastatic Breast Cancer, Locally Advanced Breast Cancer'];Observational;Clinical Trials;Hoffmann-La Roche;Study Director;Sponsor;;;
NCT02616432;Sunnybrook Health Sciences Centre;OTHER;['Eastern Cooperative Oncology Group'];['NETWORK'];['Breast Cancer'];Interventional;Roberta A Jong, MD;Sunnybrook Health Sciences Centre;Principal Investigator;Principal Investigator;Dr. Roberta Jong;Sunnybrook Health Sciences Centre;Principal Investigator
NCT02616744;Azienda Ospedaliero-Universitaria Careggi;OTHER;;;['Breast Cancer'];Interventional;Lorenzo Livi, Professor;AOU Careggi - University of Florence, Florence, Italy;Principal Investigator;Principal Investigator;Lorenzo Livi;Azienda Ospedaliero-Universitaria Careggi;Full Professor
NCT02616744;Azienda Ospedaliero-Universitaria Careggi;OTHER;;;['Breast Cancer'];Interventional;Meattini Icro, M.D.;AOU Careggi - University of Florence, Florence, Italy;Principal Investigator;Principal Investigator;Lorenzo Livi;Azienda Ospedaliero-Universitaria Careggi;Full Professor
NCT02617043;Fudan University;OTHER;;;['Breast Cancer'];Interventional;Xiaoli Yu, MD;Fudan University;Principal Investigator;Principal Investigator;Xiaoli Yu;Fudan University;Associate Professor of department of radiation oncology
NCT02617082;Fudan University;OTHER;;;['Breast Cancer'];Observational;Xiaoli Yu, MD.PhD;Fudan University;Principal Investigator;Principal Investigator;Xiaoli Yu;Fudan University;professor
NCT02617264;Kaplan Medical Center;OTHER;;;['Breast Cancer'];Interventional;Tanir Allweis, MD;Kaplan Medical Center;Principal Investigator;Principal Investigator;Tanir M Allweis, MD;Kaplan Medical Center;Head of Department of Breast Health Center
NCT02618538;Centro di Riferimento per l'Epidemiologia e la Prev. Oncologica Piemonte;OTHER;['Associazione Italiana per la Ricerca sul Cancro'];['OTHER'];['Breast Cancer'];Observational;Nereo Segnan, MD MSc Epi;Structure director;Principal Investigator;Sponsor;;;
NCT02619123;Cancer Prevention and Research Institute, Italy;OTHER;['Ministry of Health, Italy'];['OTHER_GOV'];['Breast Cancer'];Interventional;Paola Mantellini, MD;Cancer Prevention and Research Institute, ISPO;Principal Investigator;Sponsor;;;
NCT02619162;Centro Nacional de Investigaciones Oncologicas CARLOS III;OTHER;['FUNDACIÓN CRIS (Marta Cardona) as promotor'];['UNKNOWN'];['Breast Cancer'];Interventional;Marta Cardona;Fundacion CRIS de Investigación para Vencer el Cáncer;Study Chair;Sponsor;;;
NCT02619292;Saint John's Cancer Institute;OTHER;;;['Breast Cancer'];Interventional;Rebecca Crane-Okada, PhD, RN;Saint John's Cancer Institute;Principal Investigator;Sponsor;;;
NCT02619669;Gary Schwartz;OTHER;;;['Breast Cancer'];Interventional;Gary Schwartz, MD;Dartmouth-Hitchcock Medical Center;Principal Investigator;Sponsor-Investigator;Gary Schwartz;Dartmouth-Hitchcock Medical Center;Staff Physician, Hematology-Oncology
NCT02620371;Assiut University;OTHER;;;['Breast Cancer'];Interventional;UNVERSITY;ASSUIT;Principal Investigator;Principal Investigator;Fatma Adel El sherif;Assiut University;principal investigator
NCT02620852;University of California, San Francisco;OTHER;['Safeway Foundation'];['UNKNOWN'];['Breast Cancer Screening', 'Breast Carcinoma in Situ', 'Breast Cancer'];Interventional;Laura Esserman, MD, MBA;University of California, San Francisco;Principal Investigator;Sponsor;;;
NCT02621099;University of Nottingham;OTHER;['Innovate UK'];['OTHER_GOV'];['Breast Cancer'];Observational;Kwok Leung Cheung;University of Nottingham;Study Chair;Sponsor;;;
NCT02621437;Hospices Civils de Lyon;OTHER;;;['Breast Cancer'];Interventional;Gil DUBERNARD, Pr;Hospices Civils de Lyon;Principal Investigator;Sponsor;;;
NCT02621957;Genentech, Inc.;INDUSTRY;;;['Breast Cancer'];Interventional;Clinical Trials;Hoffmann-La Roche;Study Director;Sponsor;;;
NCT02622711;European Institute of Oncology;OTHER;['Associazione Italiana per la Ricerca sul Cancro'];['OTHER'];['Breast Cancer'];Interventional;Patrick Maisonneuve;European Institue of Oncology;Principal Investigator;Sponsor;;;
NCT02623972;Dana-Farber Cancer Institute;OTHER;['Eisai Inc.'];['INDUSTRY'];['Inflammatory Breast Cancer', 'Human Epidermal Growth Factor 2 Negative Carcinoma of Breast'];Interventional;Filipa Lynce, MD;Dana-Farber Cancer Institute;Principal Investigator;Principal Investigator;Filipa Lynce, MD;Dana-Farber Cancer Institute;Principal Investigator
NCT02624700;Virginia Commonwealth University;OTHER;['Bayer'];['INDUSTRY'];['Breast Cancer', 'Metastatic Breast Cancer', 'Recurrent Breast Cancer'];Interventional;Andrew S Poklepovic, MD;Massey Cancer Center;Principal Investigator;Sponsor;;;
NCT02624973;Haukeland University Hospital;OTHER;['AstraZeneca'];['INDUSTRY'];['Breast Cancer'];Interventional;Hans Petter Eikesdal, MD PhD;Consultant oncologist;Principal Investigator;Sponsor;;;
NCT02625441;Helsinki University Central Hospital;OTHER;;;['Breast Cancer'];Interventional;Heikki Joensuu, M.D.;Helsinki University Central Hospital;Principal Investigator;Principal Investigator;Heikki Joensuu;Helsinki University Central Hospital;Professor, Research Director
NCT02625506;Mansoura University;OTHER;;;['Breast Cancer', 'Radical Mastectomy Surgery'];Interventional;Salwa MS Hayes, MD;Assistant Professor of Anesthesia and Surgical Intensive Care;Principal Investigator;Sponsor;;;
NCT02625506;Mansoura University;OTHER;;;['Breast Cancer', 'Radical Mastectomy Surgery'];Interventional;Reem A Sharkawy, MD;Lecture of Anesthesia and Surgical Intensive Care;Study Director;Sponsor;;;
NCT02625506;Mansoura University;OTHER;;;['Breast Cancer', 'Radical Mastectomy Surgery'];Interventional;Tamer EM Farahat, MD;Lecture of Anesthesia and Surgical Intensive Care;Study Chair;Sponsor;;;
NCT02625935;NanoString Technologies, Inc.;INDUSTRY;;;['Breast Cancer'];Observational;Jeffrey Vacirca, MD;North Shore Hematology Oncology Associates;Principal Investigator;Sponsor;;;
NCT02626013;Genesis Pharma S.A.;INDUSTRY;;;['Metastatic Breast Cancer'];Observational;Kiki Karvounis;GenesisPharma Medical Department;Study Director;Sponsor;;;
NCT02626039;Hospital General Universitario Gregorio Marañon;OTHER;;;['Metastatic Breast Cancer'];Observational;Miguel Martín, Ph;Hospital General Universitario Gregorio Marañon;Study Chair;Sponsor;;;
NCT02626377;Centre Hospitalier Universitaire de Besancon;OTHER;['National Research Agency, France'];['OTHER'];['Breast Cancer', 'Colorectal Cancer', 'Prostate Cancer', 'Alzheimer Disease', 'Age-related Macular Degeneration', 'Parkinson Disease', 'Cardiac Disease', 'Ischemic Stroke', 'Hemorrhagic Stroke'];Interventional;Virginie NERICH, Dr;Pôle Pharmaceutique CHU de Besançon;Principal Investigator;Sponsor;;;
NCT02626507;Hoffman Oncology;OTHER;['DSCS CRO'];['INDUSTRY'];['Breast Cancer'];Interventional;Anthony Hoffman, MD;Hoffman Oncology;Principal Investigator;Sponsor;;;
NCT02626858;Universitaire Ziekenhuizen KU Leuven;OTHER;;;['Breast Cancer'];Interventional;Caroline Weltens, PhD;Universitaire Ziekenhuizen KU Leuven;Principal Investigator;Sponsor;;;
NCT02627274;Hoffmann-La Roche;INDUSTRY;;;['Solid Tumor', 'Breast Cancer', 'Cancer of Head and Neck'];Interventional;Clinical Trials;Hoffmann-La Roche;Study Director;Sponsor;;;
NCT02628132;King Faisal Specialist Hospital & Research Center;OTHER;['AstraZeneca'];['INDUSTRY'];['Breast Cancer'];Interventional;Hazem Ghebeh, B.Pharm, Ph.D.;Research Center, King Faisal Specialist Hospital & Research Center;Principal Investigator;Sponsor;;;
NCT02628132;King Faisal Specialist Hospital & Research Center;OTHER;['AstraZeneca'];['INDUSTRY'];['Breast Cancer'];Interventional;Taher Al-Tweigeri, M.D.;Oncology Center, King Faisal Specialist Hospital & Research Center;Principal Investigator;Sponsor;;;
NCT02628613;Fudan University;OTHER;;;['Breast Cancer'];Interventional;Zhimin Shao, MD.PhD.;Fudan University;Principal Investigator;Principal Investigator;Zhimin Shao;Fudan University;MD
NCT02630368;Institut Bergonié;OTHER;['Transgene'];['INDUSTRY'];['Solid Tumors', 'Soft-tissue Sarcoma', 'Breast Cancer'];Interventional;Antoine ITALIANO, MD, PhD;Institut Bergonié;Study Chair;Sponsor;;;
NCT02630693;Canadian Cancer Trials Group;NETWORK;['Pfizer'];['INDUSTRY'];['Breast Cancer'];Interventional;Anil A. Joy;Cross Cancer Institute, Edmonton Alberta Canada;Study Chair;Sponsor;;;
NCT02632045;Melissa K Accordino;OTHER;['Novartis Pharmaceuticals'];['INDUSTRY'];['Metastatic Breast Cancer', 'Breast Carcinoma'];Interventional;Melissa Accordino, MD;Columbia University;Principal Investigator;Sponsor-Investigator;Melissa K Accordino;Columbia University;Assistant Professor of Medicine, Division of Hematology/Oncology
NCT02632071;Columbia University;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Metastatic Breast Cancer', 'Breast Carcinoma'];Interventional;Kevin Kalinsky, MD, MS;Columbia University;Principal Investigator;Sponsor;;;
NCT02632435;Ottawa Hospital Research Institute;OTHER;;;['Breast Cancer', 'Cancer'];Interventional;Mark Clemons, MD;The Ottawa Hospital;Principal Investigator;Sponsor;;;
NCT02632448;Esperas Pharma Inc.;OTHER;;;['Solid Tumors', 'Colorectal Cancer', 'Breast Cancer', 'Ovarian Cancer', 'Colon Cancer', 'Rectal Cancer', 'Neoplasms', 'Endometrial Cancer', 'Soft Tissue Sarcoma', 'Triple Negative Breast Cancer', 'Pancreas Cancer', 'Pancreatic Cancer'];Interventional;Email: choruspharma@lists.lilly.com;Esperas Pharma Inc.;Study Director;Sponsor;;;
NCT02635737;Manchester University NHS Foundation Trust;OTHER_GOV;['Endomagnetics Inc'];['INDUSTRY'];['Breast Cancer'];Interventional;James R Harvey, MBBS PhD;University Hospital of South Manchester;Principal Investigator;Sponsor;;;
